,OBJECTID,SEQ_ID,DRIVER_ID,DEVICE_ID,INVOKE_CODE,STATUS,HEADING,GPS_STATUS,LOCATION_MESSAGE,MAP_HEADING,PVT_TYPE,VEHICLE_LABEL,SPEED,DIRECTION,STOP_DURATION,LONGITUDE,LATITUDE,LOCATION_TIME,LOCAL_TIME,DATE,BUILDING_NUMBER,STREET,CITY,STATE_ID,ZIP,CROSS_STREET,COUNTRY,LOCATION
140009,5351370,63427570,NCID,426443,8,0,30,0,SNOW387 02/07/2015 02:57:59 AM EST 15 mph,7.2,MOVING UPDATE,SNOW387,15.534,NE,0,-71.03102611,42.34597556,2015-02-07 07:57:59.0000000,2015-02-07 02:57:59.0000000,02/07/15,61,02:57:59.00,BOSTON,MA,2210,FID KENNEDY AVE,US,5351395
140010,5351371,63427571,NCID,426437,8,0,51,0,SNOW384 02/07/2015 02:56:55 AM EST 8 mph,30.2,MOVING UPDATE,SNOW384,8.699,NE,0,-71.0361975,42.34754722,2015-02-07 07:56:55.0000000,2015-02-07 02:56:55.0000000,02/07/15,NA,02:56:55.00,BOSTON,MA,2210,MASSPORT HAUL RD,US,5351396
140011,5351372,63427572,NCID,319045,8,0,60,0,MB2274-H12206 02/07/2015 03:00:17 AM EST 7 mph,5.2,MOVING UPDATE,MB2274-H12206,7.456,NE,0,-71.15477722,42.28831694,2015-02-07 08:00:16.0000000,2015-02-07 03:00:16.0000000,02/07/15,92,03:00:16.00,BOSTON,MA,2132,MAPLE ST,US,5351397
140012,5351376,63427576,NCID,426385,8,0,22,0,SNOW358 02/07/2015 02:55:50 AM EST 6 mph,23.1,MOVING UPDATE,SNOW358,6.214,N,0,-71.07684917,42.32266167,2015-02-07 07:55:50.0000000,2015-02-07 02:55:50.0000000,02/07/15,75,02:55:50.00,BOSTON,MA,2119,MORELAND ST,US,5351401
140013,5351377,63427577,NCID,426443,2,0,382,0,SNOW387 02/07/2015 03:00:04 AM EST 0 mph,7,STOP,SNOW387,0,N,0,-71.03162694,42.345895,2015-02-07 08:00:04.0000000,2015-02-07 03:00:04.0000000,02/07/15,44,03:00:04.00,BOSTON,MA,2210,NORTHERN AVE,US,5351402
140014,5351378,63427578,NCID,426437,8,0,46,0,SNOW384 02/07/2015 02:58:00 AM EST 11 mph,30.2,MOVING UPDATE,SNOW384,11.185,NE,0,-71.0315625,42.34523,2015-02-07 07:58:00.0000000,2015-02-07 02:58:00.0000000,02/07/15,19,02:58:00.00,BOSTON,MA,2210,NORTHERN AVE,US,5351403
140015,5351379,63427579,NCID,426375,2,0,382,0,SNOW353 02/07/2015 02:59:06 AM EST 0 mph,8,STOP,SNOW353,0,N,0,-71.09443361,42.29324333,2015-02-07 07:59:06.0000000,2015-02-07 02:59:06.0000000,02/07/15,NA,02:59:06.00,BOSTON,MA,2131,KINGBIRD RD,US,5351404
140016,5351381,63427581,NCID,426385,8,0,72,0,SNOW358 02/07/2015 02:58:05 AM EST 15 mph,23.3,MOVING UPDATE,SNOW358,15.534,E,0,-71.07404861,42.32538667,2015-02-07 07:58:05.0000000,2015-02-07 02:58:05.0000000,02/07/15,9,02:58:05.00,BOSTON,MA,2119,DUNMORE ST,US,5351406
140017,5351382,63427582,NCID,426437,2,0,382,0,SNOW384 02/07/2015 03:00:15 AM EST 0 mph,30,STOP,SNOW384,0,N,0,-71.03147139,42.34609889,2015-02-07 08:00:15.0000000,2015-02-07 03:00:15.0000000,02/07/15,56,03:00:15.00,BOSTON,MA,2210,SEAFOOD WAY,US,5351407
140018,5351383,63427583,NCID,426465,2,0,382,0,SNOW398 02/07/2015 02:53:18 AM EST 0 mph,28,STOP,SNOW398,0,N,0,-71.03225444,42.34560528,2015-02-07 07:53:22.0000000,2015-02-07 02:53:22.0000000,02/07/15,376,02:53:22.00,BOSTON,MA,2210,TIDE ST,US,5351408
140019,5351384,63427584,NCID,426385,8,0,61,0,SNOW358 02/07/2015 02:59:10 AM EST 11 mph,23.2,MOVING UPDATE,SNOW358,11.185,NE,0,-71.06844278,42.32775778,2015-02-07 07:59:10.0000000,2015-02-07 02:59:10.0000000,02/07/15,129,02:59:10.00,BOSTON,MA,2119,MASSACHUSETTS AVE,US,5351409
140020,5351385,63427585,NCID,426385,8,0,136,0,SNOW358 02/07/2015 03:00:25 AM EST 6 mph,23.4,MOVING UPDATE,SNOW358,6.214,SE,0,-71.06691417,42.32684583,2015-02-07 08:00:25.0000000,2015-02-07 03:00:25.0000000,02/07/15,1049,03:00:25.00,BOSTON,MA,2118,NEWMARKET SQ,US,5351410
140021,5351386,63427596,NCID,319047,37,2,382,0,MB2769-H11202 02/07/2015 02:24:34 AM EST Stop: 0H:36M,5,OTHER,MB2769-H11202,0,,2210,-71.09716,42.32372167,2015-02-07 08:01:28.0000000,2015-02-07 03:01:28.0000000,02/07/15,NA,03:01:28.00,BOSTON,MA,2119,,US,5351411
140022,5351387,63427597,NCID,426377,8,0,12,0,SNOW354 02/07/2015 02:57:43 AM EST 15 mph,23.1,MOVING UPDATE,SNOW354,15.534,N,0,-71.08669778,42.29859694,2015-02-07 07:57:43.0000000,2015-02-07 02:57:43.0000000,02/07/15,766,02:57:43.00,BOSTON,MA,2124,WALES ST,US,5351412
140023,5351389,63427607,NCID,426377,8,0,46,0,SNOW354 02/07/2015 03:01:04 AM EST 33 mph,23.2,MOVING UPDATE,SNOW354,33.554,NE,0,-71.07271833,42.309755,2015-02-07 08:01:04.0000000,2015-02-07 03:01:04.0000000,02/07/15,NA,03:01:04.00,BOSTON,MA,2121,COLUMBIA TER,US,5351414
140024,5351390,63427608,NCID,426373,8,0,210,0,SNOW352 02/07/2015 02:56:45 AM EST 11 mph,9.6,MOVING UPDATE,SNOW352,11.185,SW,0,-71.092025,42.29640833,2015-02-07 07:56:45.0000000,2015-02-07 02:56:45.0000000,02/07/15,117,02:56:45.00,BOSTON,MA,2124,FRANKLIN HILL AVE,US,5351415
140025,5351391,63427611,NCID,426377,5,0,73,0,SNOW354 02/07/2015 02:56:38 AM EST 1 mph,23.3,MOVING CONFIRMATION,SNOW354,1.864,E,0,-71.08726667,42.29808194,2015-02-07 07:56:38.0000000,2015-02-07 02:56:38.0000000,02/07/15,4,02:56:38.00,BOSTON,MA,2124,ROAD-,US,5351416
140026,5351392,63427613,NCID,464611,8,0,52,0,MB796-H14307 02/07/2015 03:01:38 AM EST 5 mph,4.2,MOVING UPDATE,MB796-H14307,5.592,NE,0,-71.09061611,42.29721444,2015-02-07 08:01:36.0000000,2015-02-07 03:01:36.0000000,02/07/15,72,03:01:36.00,BOSTON,MA,2124,PARKWAY ST,US,5351417
140027,5351395,63427641,NCID,426377,8,0,49,0,SNOW354 02/07/2015 02:59:54 AM EST 4 mph,23.2,MOVING UPDATE,SNOW354,4.35,NE,0,-71.08053444,42.30529167,2015-02-07 07:59:54.0000000,2015-02-07 02:59:54.0000000,02/07/15,107,02:59:54.00,BOSTON,MA,2121,WASHINGTON ST,US,5351420
140028,5351397,63427643,NCID,440215,8,0,181,0,MB1991-H10506 02/07/2015 03:01:17 AM EST 8 mph,5.5,MOVING UPDATE,MB1991-H10506,8.078,S,0,-71.13784278,42.28622056,2015-02-07 08:01:17.0000000,2015-02-07 03:01:17.0000000,02/07/15,41,03:01:17.00,BOSTON,MA,2131,BELGRADE AVE,US,5351422
140029,5351400,63427662,NCID,319069,8,0,199,0,MB335-H12231 02/07/2015 03:01:48 AM EST 23 mph,5.5,MOVING UPDATE,MB335-H12231,23.612,S,0,-71.07565333,42.29854,2015-02-07 08:01:48.0000000,2015-02-07 03:01:48.0000000,02/07/15,40,03:01:48.00,BOSTON,MA,2124,RIPLEY RD,US,5351425
140030,5351402,63427664,NCID,440179,5,0,127,0,MB1980-H99319 02/07/2015 03:02:09 AM EST 5 mph,30.4,MOVING CONFIRMATION,MB1980-H99319,5.592,SE,0,-71.02700167,42.38154972,2015-02-07 08:02:08.0000000,2015-02-07 03:02:08.0000000,02/07/15,NA,03:02:08.00,BOSTON,MA,2128,E EAGLE ST,US,5351427
140031,5351403,63427665,NCID,426369,8,0,211,0,SNOW350 02/07/2015 02:57:17 AM EST 8 mph,26.6,MOVING UPDATE,SNOW350,8.699,SW,0,-71.09448722,42.2933025,2015-02-07 07:57:17.0000000,2015-02-07 02:57:17.0000000,02/07/15,249,02:57:17.00,BOSTON,MA,2124,ROAD-,US,5351428
140032,5351404,63427666,NCID,426369,2,0,382,0,SNOW350 02/07/2015 02:58:58 AM EST 0 mph,26,STOP,SNOW350,0,N,0,-71.0947875,42.29312528,2015-02-07 07:58:58.0000000,2015-02-07 02:58:58.0000000,02/07/15,NA,02:58:58.00,BOSTON,MA,2131,AMERICAN LEGION HWY,US,5351429
140033,5351413,63427712,NCID,319069,8,0,255,0,MB335-H12231 02/07/2015 03:02:48 AM EST 16 mph,5.7,MOVING UPDATE,MB335-H12231,16.156,W,0,-71.07990083,42.29651361,2015-02-07 08:02:48.0000000,2015-02-07 03:02:48.0000000,02/07/15,129,03:02:48.00,BOSTON,MA,2124,GREENWOOD ST,US,5351438
140034,5351416,63427715,NCID,440215,8,0,178,0,MB1991-H10506 02/07/2015 03:02:17 AM EST 16 mph,5.5,MOVING UPDATE,MB1991-H10506,16.777,S,0,-71.13732028,42.28246917,2015-02-07 08:02:17.0000000,2015-02-07 03:02:17.0000000,02/07/15,132,03:02:17.00,BOSTON,MA,2131,AVERTON ST,US,5351441
140035,5351417,63427716,NCID,426313,8,0,216,0,SNOW322 02/07/2015 03:02:28 AM EST 17 mph,1.6,MOVING UPDATE,SNOW322,17.398,SW,0,-71.10518917,42.30885917,2015-02-07 08:02:28.0000000,2015-02-07 03:02:28.0000000,02/07/15,3381,03:02:28.00,BOSTON,MA,2130,GREEN ST,US,5351442
140036,5351419,63427718,NCID,426315,8,0,196,0,SNOW323 02/07/2015 02:58:14 AM EST 33 mph,19.5,MOVING UPDATE,SNOW323,33.554,S,0,-71.09762528,42.32721611,2015-02-07 07:58:14.0000000,2015-02-07 02:58:14.0000000,02/07/15,1391,02:58:14.00,BOSTON,MA,2120,PIERRE LALLEMENT BIKE PATH,US,5351444
140037,5351425,63427725,NCID,426323,8,0,232,0,SNOW327 02/07/2015 02:56:05 AM EST 15 mph,15.6,MOVING UPDATE,SNOW327,15.534,SW,0,-71.09174056,42.33336361,2015-02-07 07:56:05.0000000,2015-02-07 02:56:05.0000000,02/07/15,1293,02:56:05.00,BOSTON,MA,2120,PRENTISS ST,US,5351450
140038,5351426,63427742,NCID,426315,8,0,216,0,SNOW323 02/07/2015 03:02:40 AM EST 17 mph,19.6,MOVING UPDATE,SNOW323,17.398,SW,0,-71.10542,42.30862833,2015-02-07 08:02:40.0000000,2015-02-07 03:02:40.0000000,02/07/15,3393,03:02:40.00,BOSTON,MA,2130,ROCKVALE CIR,US,5351451
140039,5351427,63427743,NCID,440179,8,0,130,0,MB1980-H99319 02/07/2015 03:03:09 AM EST 8 mph,30.4,MOVING UPDATE,MB1980-H99319,8.699,SE,0,-71.02590028,42.38029472,2015-02-07 08:03:07.0000000,2015-02-07 03:03:07.0000000,02/07/15,NA,03:03:07.00,BOSTON,MA,2128,BREMEN ST,US,5351452
140040,5351441,63427767,NCID,464611,8,0,55,0,MB796-H14307 02/07/2015 03:03:24 AM EST 5 mph,4.2,MOVING UPDATE,MB796-H14307,5.592,NE,0,-71.09068889,42.29719778,2015-02-07 08:03:22.0000000,2015-02-07 03:03:22.0000000,02/07/15,74,03:03:22.00,BOSTON,MA,2124,PARKWAY ST,US,5351466
140041,5351444,63427770,NCID,426225,8,0,153,0,SNOW278 02/07/2015 03:01:22 AM EST 33 mph,6.4,MOVING UPDATE,SNOW278,33.554,SE,0,-71.04081611,42.25669556,2015-02-07 08:01:22.0000000,2015-02-07 03:01:22.0000000,02/07/15,42,03:01:22.00,MILTON,MA,2186,STATE ST,US,5351469
140042,5351446,63427785,NCID,426225,8,0,150,0,SNOW278 02/07/2015 03:03:37 AM EST 46 mph,6.4,MOVING UPDATE,SNOW278,46.603,SE,0,-71.0247175,42.23982444,2015-02-07 08:03:37.0000000,2015-02-07 03:03:37.0000000,02/07/15,NA,03:03:37.00,QUINCY,MA,2169,WEST ST,US,5351471
140043,5351447,63427796,NCID,440795,8,0,34,0,MB942-H06206 02/07/2015 03:03:42 AM EST 6 mph,5.2,MOVING UPDATE,MB942-H06206,6.835,NE,0,-71.13698083,42.28184389,2015-02-07 08:03:42.0000000,2015-02-07 03:03:42.0000000,02/07/15,184,03:03:42.00,BOSTON,MA,2131,WALWORTH ST,US,5351472
140044,5351448,63427800,NCID,440215,2,0,166,0,MB1991-H10506 02/07/2015 03:04:28 AM EST 0 mph,5.5,STOP,MB1991-H10506,0.621,S,0,-71.13720083,42.28175917,2015-02-07 08:04:27.0000000,2015-02-07 03:04:27.0000000,02/07/15,138,03:04:27.00,BOSTON,MA,2131,ROSLINDALE AVE,US,5351473
140045,5351449,63427801,NCID,440113,3,2,382,0,MB1482-H15309 02/07/2015 02:22:09 AM EST Stop: 0H:42M,12,MOVING,MB1482-H15309,0,,2530,-71.03888528,42.3699925,2015-02-07 08:04:27.0000000,2015-02-07 03:04:27.0000000,02/07/15,70,03:04:27.00,BOSTON,MA,2128,MAVERICK ST,US,5351474
140046,5351450,63427802,NCID,440113,5,0,0,0,MB1482-H15309 02/07/2015 03:04:27 AM EST 5 mph,12.1,MOVING CONFIRMATION,MB1482-H15309,5.592,N,0,-71.03876083,42.37027889,2015-02-07 08:04:28.0000000,2015-02-07 03:04:28.0000000,02/07/15,5,03:04:28.00,BOSTON,MA,2128,MAVERICK SQ,US,5351475
140047,5351452,63427805,NCID,426427,8,0,13,0,SNOW379 02/07/2015 03:03:08 AM EST 4 mph,4.1,MOVING UPDATE,SNOW379,4.35,N,0,-71.05930194,42.32503833,2015-02-07 08:03:08.0000000,2015-02-07 03:03:08.0000000,02/07/15,135,03:03:08.00,BOSTON,MA,2125,BELLFLOWER ST,US,5351477
140048,5351455,63427811,NCID,319045,8,0,166,0,MB2274-H12206 02/07/2015 03:04:17 AM EST 26 mph,5.5,MOVING UPDATE,MB2274-H12206,26.719,S,0,-71.14121583,42.27727083,2015-02-07 08:04:16.0000000,2015-02-07 03:04:16.0000000,02/07/15,NA,03:04:16.00,BOSTON,MA,2132,LISZT ST,US,5351480
140049,5351457,63427815,NCID,426427,5,0,30,0,SNOW379 02/07/2015 02:59:47 AM EST 24 mph,4.2,MOVING CONFIRMATION,SNOW379,24.233,NE,0,-71.06668333,42.31541417,2015-02-07 07:59:47.0000000,2015-02-07 02:59:47.0000000,02/07/15,524,02:59:47.00,BOSTON,MA,2125,DAVERN AVE,US,5351482
140050,5351458,63427816,NCID,426427,8,0,15,0,SNOW379 02/07/2015 03:01:58 AM EST 11 mph,4.1,MOVING UPDATE,SNOW379,11.185,N,0,-71.06121167,42.32181944,2015-02-07 08:01:58.0000000,2015-02-07 03:01:58.0000000,02/07/15,236,03:01:58.00,BOSTON,MA,2125,MAYHEW ST,US,5351483
140051,5351462,63427820,NCID,440175,8,0,22,0,MB2286-H08221 02/07/2015 03:04:42 AM EST 22 mph,29.1,MOVING UPDATE,MB2286-H08221,22.369,N,0,-71.06820083,42.31303917,2015-02-07 08:04:42.0000000,2015-02-07 03:04:42.0000000,02/07/15,445,03:04:42.00,BOSTON,MA,2125,GLENDALE ST,US,5351487
140052,5351465,63427824,NCID,426399,8,0,189,0,SNOW365 02/07/2015 03:04:54 AM EST 17 mph,28.5,MOVING UPDATE,SNOW365,17.398,S,0,-71.08698778,42.29841444,2015-02-07 08:04:54.0000000,2015-02-07 03:04:54.0000000,02/07/15,775,03:04:54.00,BOSTON,MA,2124,AMERICAN LEGION HWY,US,5351490
140053,5351466,63427825,NCID,440179,3,0,382,0,MB1980-H99319 02/07/2015 03:05:17 AM EST 0 mph,30,MOVING,MB1980-H99319,0,N,0,-71.02561056,42.38010278,2015-02-07 08:05:24.0000000,2015-02-07 03:05:24.0000000,02/07/15,2,03:05:24.00,BOSTON,MA,2128,BENNINGTON ST,US,5351491
140054,5351467,63427826,NCID,440179,5,0,103,0,MB1980-H99319 02/07/2015 03:05:26 AM EST 6 mph,30.3,MOVING CONFIRMATION,MB1980-H99319,6.214,E,0,-71.02538333,42.38000111,2015-02-07 08:05:25.0000000,2015-02-07 03:05:25.0000000,02/07/15,2,03:05:25.00,BOSTON,MA,2128,BENNINGTON ST,US,5351492
140055,5351468,63427827,NCID,319029,37,3,382,0,MB1132-H12216 02/07/2015 01:37:51 AM EST Stop: 1H:27M,5,OTHER,MB1132-H12216,0,,5250,-71.16371056,42.277405,2015-02-07 08:05:23.0000000,2015-02-07 03:05:23.0000000,02/07/15,79,03:05:23.00,BOSTON,MA,2132,SPRINGVALE AVE,US,5351493
140056,5351470,63427856,NCID,426447,2,0,382,0,SNOW389 02/07/2015 03:02:28 AM EST 0 mph,17,STOP,SNOW389,0,N,0,-71.03082778,42.34637778,2015-02-07 08:02:28.0000000,2015-02-07 03:02:28.0000000,02/07/15,82,03:02:28.00,BOSTON,MA,2210,SEAFOOD WAY,US,5351495
140057,5351471,63427857,NCID,464611,2,0,273,0,MB796-H14307 02/07/2015 03:05:33 AM EST 1 mph,4.7,STOP,MB796-H14307,1.243,W,0,-71.09043528,42.29729972,2015-02-07 08:05:31.0000000,2015-02-07 03:05:31.0000000,02/07/15,67,03:05:31.00,BOSTON,MA,2124,PARKWAY ST,US,5351496
140058,5351472,63427869,NCID,426303,8,0,283,0,SNOW317 02/07/2015 03:05:33 AM EST 31 mph,13.7,MOVING UPDATE,SNOW317,31.069,W,0,-71.0677725,42.37001361,2015-02-07 08:05:33.0000000,2015-02-07 03:05:33.0000000,02/07/15,NA,03:05:33.00,CAMBRIDGE,MA,2141,INDUSTRIAL PARK RD,US,5351497
140059,5351473,63427870,NCID,426393,8,0,42,0,SNOW362 02/07/2015 03:04:10 AM EST 6 mph,14.2,MOVING UPDATE,SNOW362,6.214,NE,0,-71.07216056,42.33260194,2015-02-07 08:04:14.0000000,2015-02-07 03:04:14.0000000,02/07/15,NA,03:04:14.00,BOSTON,MA,2118,MASSACHUSETTS AVE,US,5351498
140060,5351474,63427871,NCID,426425,8,0,226,0,SNOW378 02/07/2015 03:01:02 AM EST 13 mph,18.6,MOVING UPDATE,SNOW378,13.049,SW,0,-71.06480583,42.31730806,2015-02-07 08:01:02.0000000,2015-02-07 03:01:02.0000000,02/07/15,594,03:01:02.00,BOSTON,MA,2125,STOUGHTON ST,US,5351499
140061,5351475,63427873,NCID,426223,5,0,48,0,SNOW277 02/07/2015 02:59:26 AM EST 26 mph,13.2,MOVING CONFIRMATION,SNOW277,26.719,NE,0,-71.070165,42.33414694,2015-02-07 07:59:26.0000000,2015-02-07 02:59:26.0000000,02/07/15,NA,02:59:26.00,BOSTON,MA,2118,ROAD-,US,5351500
140062,5351477,63427875,NCID,426425,8,0,222,0,SNOW378 02/07/2015 03:05:33 AM EST 35 mph,18.6,MOVING UPDATE,SNOW378,35.418,SW,0,-71.0827875,42.30398278,2015-02-07 08:05:33.0000000,2015-02-07 03:05:33.0000000,02/07/15,46,03:05:33.00,BOSTON,MA,2121,HEWINS ST,US,5351502
140063,5351478,63427879,NCID,426393,8,0,9,0,SNOW362 02/07/2015 03:00:40 AM EST 24 mph,14.1,MOVING UPDATE,SNOW362,24.233,N,0,-71.07783083,42.3182575,2015-02-07 08:00:46.0000000,2015-02-07 03:00:46.0000000,02/07/15,186,03:00:46.00,BOSTON,MA,2119,BROOKFORD ST,US,5351503
140064,5351479,63427880,NCID,426303,5,0,99,0,SNOW317 02/07/2015 03:00:58 AM EST 17 mph,13.3,MOVING CONFIRMATION,SNOW317,17.398,E,0,-71.05297194,42.38125722,2015-02-07 08:00:58.0000000,2015-02-07 03:00:58.0000000,02/07/15,37,03:00:58.00,BOSTON,MA,2129,CHELSEA ST,US,5351504
140065,5351482,63427883,NCID,426303,8,0,216,0,SNOW317 02/07/2015 03:02:03 AM EST 22 mph,13.6,MOVING UPDATE,SNOW317,22.369,SW,0,-71.05406083,42.37747,2015-02-07 08:02:03.0000000,2015-02-07 03:02:03.0000000,02/07/15,73,03:02:03.00,BOSTON,MA,2129,MEDFORD ST,US,5351507
140066,5351483,63427884,NCID,426393,8,0,27,0,SNOW362 02/07/2015 03:01:45 AM EST 19 mph,14.2,MOVING UPDATE,SNOW362,19.884,NE,0,-71.07624278,42.32351444,2015-02-07 08:01:52.0000000,2015-02-07 03:01:52.0000000,02/07/15,48,03:01:52.00,BOSTON,MA,2119,WINTHROP ST,US,5351508
140067,5351484,63427886,NCID,426385,8,0,33,0,SNOW358 02/07/2015 03:01:31 AM EST 13 mph,23.2,MOVING UPDATE,SNOW358,13.049,NE,0,-71.0649025,42.33088,2015-02-07 08:01:31.0000000,2015-02-07 03:01:31.0000000,02/07/15,6,03:01:31.00,BOSTON,MA,2118,SOUTHAMPTON ST,US,5351509
140068,5351486,63427893,NCID,426223,8,0,351,0,SNOW277 02/07/2015 03:00:31 AM EST 13 mph,13.1,MOVING UPDATE,SNOW277,13.049,N,0,-71.06485944,42.33565944,2015-02-07 08:00:31.0000000,2015-02-07 03:00:31.0000000,02/07/15,NA,03:00:31.00,BOSTON,MA,2118,MASS AVE CONN,US,5351511
140069,5351487,63427894,NCID,440233,8,0,135,0,MB2147-H08205 02/07/2015 03:05:20 AM EST 6 mph,5.4,MOVING UPDATE,MB2147-H08205,6.214,SE,0,-71.05177194,42.33341972,2015-02-07 08:05:19.0000000,2015-02-07 03:05:19.0000000,02/07/15,200,03:05:19.00,BOSTON,MA,2127,F ST,US,5351512
140070,5351488,63427895,NCID,426223,8,0,22,0,SNOW277 02/07/2015 03:01:36 AM EST 39 mph,13.1,MOVING UPDATE,SNOW277,39.768,N,0,-71.06120639,42.34384056,2015-02-07 08:01:36.0000000,2015-02-07 03:01:36.0000000,02/07/15,NA,03:01:36.00,BOSTON,MA,2118,ROAD-,US,5351513
140071,5351489,63427896,NCID,426223,8,0,321,0,SNOW277 02/07/2015 03:04:20 AM EST 37 mph,13.8,MOVING UPDATE,SNOW277,37.904,NW,0,-71.06137806,42.36706833,2015-02-07 08:04:20.0000000,2015-02-07 03:04:20.0000000,02/07/15,NA,03:04:20.00,BOSTON,MA,2114,RAMP-,US,5351514
140072,5351490,63427897,NCID,426223,8,0,309,0,SNOW277 02/07/2015 03:05:25 AM EST 44 mph,13.8,MOVING UPDATE,SNOW277,44.739,NW,0,-71.07167778,42.37457333,2015-02-07 08:05:25.0000000,2015-02-07 03:05:25.0000000,02/07/15,NA,03:05:25.00,BOSTON,MA,2129,RAMP-,US,5351515
140073,5351493,63427900,NCID,426317,5,0,51,0,SNOW324 02/07/2015 03:06:33 AM EST 22 mph,28.2,MOVING CONFIRMATION,SNOW324,22.369,NE,0,-71.15978278,42.27841083,2015-02-07 08:06:33.0000000,2015-02-07 03:06:33.0000000,02/07/15,2102,03:06:33.00,BOSTON,MA,2132,SPRING ST,US,5351518
140074,5351494,63427901,NCID,440795,2,0,241,0,MB942-H06206 02/07/2015 03:06:21 AM EST 0 mph,5.6,STOP,MB942-H06206,0.621,SW,0,-71.13718139,42.28161278,2015-02-07 08:06:21.0000000,2015-02-07 03:06:21.0000000,02/07/15,192,03:06:21.00,BOSTON,MA,2131,WELLSMERE RD,US,5351519
140075,5351496,63427903,NCID,426385,2,0,382,0,SNOW358 02/07/2015 03:04:16 AM EST 0 mph,23,STOP,SNOW358,0,N,0,-71.056915,42.32964083,2015-02-07 08:04:16.0000000,2015-02-07 03:04:16.0000000,02/07/15,483,03:04:16.00,BOSTON,MA,2127,DORCHESTER AVE,US,5351521
140076,5351497,63427904,NCID,426385,5,0,357,0,SNOW358 02/07/2015 03:06:12 AM EST 22 mph,23.1,MOVING CONFIRMATION,SNOW358,22.369,N,0,-71.05700083,42.33355694,2015-02-07 08:06:12.0000000,2015-02-07 03:06:12.0000000,02/07/15,437,03:06:12.00,BOSTON,MA,2127,DAMRELL ST,US,5351522
140077,5351499,63427913,NCID,426435,8,0,253,0,SNOW383 02/07/2015 03:02:56 AM EST 4 mph,24.7,MOVING UPDATE,SNOW383,4.35,W,0,-71.0637275,42.33402889,2015-02-07 08:02:56.0000000,2015-02-07 03:02:56.0000000,02/07/15,NA,03:02:56.00,BOSTON,MA,2118,FRONTAGE RD,US,5351524
140078,5351500,63427916,NCID,426385,8,0,105,0,SNOW358 02/07/2015 03:02:36 AM EST 11 mph,23.3,MOVING UPDATE,SNOW358,11.185,E,0,-71.05788583,42.3296625,2015-02-07 08:02:36.0000000,2015-02-07 03:02:36.0000000,02/07/15,517,03:02:36.00,BOSTON,MA,2127,ELLERY ST,US,5351525
140079,5351502,63427918,NCID,426435,8,0,253,0,SNOW383 02/07/2015 03:01:46 AM EST 1 mph,24.7,MOVING UPDATE,SNOW383,1.864,W,0,-71.06362583,42.33405028,2015-02-07 08:01:46.0000000,2015-02-07 03:01:46.0000000,02/07/15,NA,03:01:46.00,BOSTON,MA,2118,FRONTAGE RD,US,5351527
140080,5351504,63427920,NCID,426435,8,0,198,0,SNOW383 02/07/2015 03:05:11 AM EST 8 mph,24.5,MOVING UPDATE,SNOW383,8.699,S,0,-71.05894778,42.32577278,2015-02-07 08:05:11.0000000,2015-02-07 03:05:11.0000000,02/07/15,115,03:05:11.00,BOSTON,MA,2125,WASHBURN ST,US,5351529
140081,5351505,63427921,NCID,426395,5,0,205,0,SNOW363 02/07/2015 03:00:37 AM EST 22 mph,15.6,MOVING CONFIRMATION,SNOW363,22.369,SW,0,-71.068545,42.31272167,2015-02-07 08:00:37.0000000,2015-02-07 03:00:37.0000000,02/07/15,444,03:00:37.00,BOSTON,MA,2125,GLENDALE ST,US,5351530
140082,5351507,63427923,NCID,426435,8,0,208,0,SNOW383 02/07/2015 03:06:22 AM EST 19 mph,24.6,MOVING UPDATE,SNOW383,19.884,SW,0,-71.0607825,42.3228925,2015-02-07 08:06:22.0000000,2015-02-07 03:06:22.0000000,02/07/15,199,03:06:22.00,BOSTON,MA,2125,MT VERNON ST,US,5351532
140083,5351509,63427927,NCID,319025,3,1,382,0,MB2573-H13304 02/07/2015 02:59:05 AM EST Stop: 0H:7M,5,MOVING,MB2573-H13304,0,,460,-71.13794694,42.35338556,2015-02-07 08:06:47.0000000,2015-02-07 03:06:47.0000000,02/07/15,501,03:06:47.00,BOSTON,MA,2134,N BEACON ST,US,5351534
140084,5351510,63427928,NCID,319025,5,0,238,0,MB2573-H13304 02/07/2015 03:06:48 AM EST 5 mph,5.6,MOVING CONFIRMATION,MB2573-H13304,5.592,SW,0,-71.13817278,42.353235,2015-02-07 08:06:48.0000000,2015-02-07 03:06:48.0000000,02/07/15,503,03:06:48.00,BOSTON,MA,2134,BARROWS ST,US,5351535
140085,5351511,63427929,NCID,426395,8,0,253,0,SNOW363 02/07/2015 03:03:57 AM EST 13 mph,15.7,MOVING UPDATE,SNOW363,13.049,W,0,-71.08515861,42.3035,2015-02-07 08:03:57.0000000,2015-02-07 03:03:57.0000000,02/07/15,NA,03:03:57.00,BOSTON,MA,2121,BLUE HILL AVE,US,5351536
140086,5351512,63427930,NCID,426395,8,0,243,0,SNOW363 02/07/2015 03:05:02 AM EST 19 mph,15.6,MOVING UPDATE,SNOW363,19.884,SW,0,-71.08734722,42.29817333,2015-02-07 08:05:02.0000000,2015-02-07 03:05:02.0000000,02/07/15,9,03:05:02.00,BOSTON,MA,2124,ROAD-,US,5351537
